"","Ofav1.1","Ofav5","Ofav1.2","Ofav26.2","Ofav26.1","Ofav10","Ofav55","Ofav2","Ofav59","Ofav4","Ofav43.2","Ofav60.2","Ofav43.1","Ofav60.1","Ofav24","Ofav8","Ofav21","Ofav7","Ofav23"
"tr|A0A1Q9DGC0|A0A1Q9DGC0_SYMMI",0,19.0151455019787,0,0,0,0,0,0,0,0,0,0,0,0,17.9177741448498,18.4780546347124,0,0,18.1074878416204
"XP_020601145.1",23.7347543705479,22.3518329405209,23.8530963986765,20.760850679284,20.7654714553592,0,0,17.8711171311856,0,19.5760284871958,21.2478191784095,21.9646711909141,21.6573625037289,20.2737147967793,21.1264694300217,25.0087979360916,0,23.8379494188211,0
"XP_020603182.1",26.9334132614195,25.8568132467512,26.9016572107815,24.3412236472281,24.5631554741269,26.2048326927426,22.3053339731226,24.8607785381071,25.5455932945136,25.7838588883088,24.7099859113022,25.3390695596217,24.7083158875184,25.318742350726,25.6882328314207,27.3834320522377,25.5349875370283,27.3484316214478,26.7690731475845
"XP_020607220.1",20.9792472423666,20.6887633924352,21.0750932548852,0,18.9108798422707,19.617017198537,0,15.5993898634132,19.4366485171846,0,18.2411685371664,18.703981279465,18.93012804073,18.1592652917732,19.8505210840055,21.4708023365757,19.6681145667602,21.3807870898076,18.9902341791178
"XP_020609253.1",21.6206758051031,20.1888218296376,21.9440374842565,0,18.3733112432877,20.3657137051234,0,18.7333761887106,20.9905091163517,0,0,20.3128530494629,0,20.1269174276415,20.1189955518394,21.0110668360198,21.3441338774015,20.7159896315491,21.5792197068177
"XP_020613226.1",25.2253367184261,23.486237350232,25.3856289830504,21.520752465382,21.8817312415741,24.1872557077784,19.2685282940473,23.4289188119527,22.939838693534,24.4488670052763,23.4469859586107,23.7689730708599,23.5214347428249,23.6917918581719,23.6770555812037,26.2400743599107,23.991210938224,25.5374202435898,25.5095118718834
"XP_020615250.1",27.4276692011286,28.271781431167,27.7041131708384,24.6957066733025,24.7615201389142,27.2672119853715,25.3672105302439,26.8415162525195,27.075808533096,27.3717022939976,26.3063354446191,28.3290917637485,26.1451999095768,28.2458814021708,27.3331160236084,26.6292166228839,27.4007675475615,26.1422759690781,24.230260679331
"XP_020619466.1",0,0,0,0,0,0,0,16.811412325924,0,18.9951294943807,0,0,0,0,0,0,0,0,0
"XP_020621689.1",15.3137687725121,0,0,0,0,0,0,0,19.4352653413115,0,0,0,0,0,0,0,0,0,0
"XP_020625962.1",0,0,0,0,0,0,0,0,21.965080024078,0,0,0,0,0,0,21.6466716447991,0,0,0
"XP_020628054.1",25.5359691185348,23.8263660620182,25.3797757833438,22.8982022474001,23.2831970397568,24.2987509678929,20.0062123772087,23.7899774341954,25.3127758245034,24.4888929383377,23.2145866708837,23.5612050742363,23.057804861995,23.6965410854851,24.7847983173098,24.8099408437575,25.1220649514371,24.9377454358686,24.7051272211034
"XP_020632252.1",24.0464137201333,21.7858403574208,24.2572788487859,21.9165738079466,21.7872517610133,22.5848294946736,18.3546238871087,22.637054212451,23.1211750869105,22.808651383373,21.1848081652755,21.990941499771,22.2422637935377,22.1355859253951,21.8877371378098,24.228677868815,22.0410264195978,23.7291233382791,23.7433407464245
"XP_020613919.1",26.1465235210536,23.5403046111074,25.7662699517556,21.1107235197891,21.052875796317,24.0602216917849,0,22.5716228113259,20.1432050685014,23.0756934363884,22.8016572515118,22.8864145976969,22.57858161277,23.1270612173558,23.2388510689012,25.98502600244,23.0575621216456,26.1154754645188,26.3832796903089
"XP_020615876.1",24.2138549778901,23.2671891651333,24.6198911198214,23.0848228203389,22.9308652644281,22.3881647372746,21.7945162139622,22.5699348557599,24.6541155245311,22.9690794156505,23.7305898540067,23.8696069267317,23.1885944293115,23.6280967262827,23.860126975298,22.8710135097885,23.8833578536864,22.1581883796508,24.020988074869
"XP_020620233.1",20.8462486568638,18.9754197834646,22.0962425548349,20.5589241979039,20.6474364674057,19.9731494026692,0,19.3488642821003,21.8072546772585,20.9073095303763,22.0759807887352,0,21.5695501637767,0,0,18.7429442390815,0,18.5624995781518,19.9848759599324
"XP_020622359.1",23.6121282170684,21.9120366669252,23.2936612179979,21.7850245516233,21.5742844640795,23.4507620866573,19.7914602178586,20.8597463306374,21.0284922368073,20.9288761536352,22.1974257901089,21.4336501280583,21.1008592867345,21.7828762659202,21.9645865902756,23.8308042463849,22.381967190372,23.0528278812067,23.3395957349169
"XP_020626620.1",19.420846369978,18.1053919113018,20.3811045892571,17.8110924191107,0,0,0,18.4413596589185,0,0,16.6001452163587,17.9383103758821,0,0,19.2849392907772,19.9869044594829,0,19.9735138006487,18.2848286176745
"XP_020628847.1",24.5767514860169,23.2263658859322,24.9288050115935,23.2943191145634,23.3820541611552,23.4576375062257,18.8760702318811,23.6443845337901,23.772636047524,24.3167925752795,23.0747988673942,23.225968909037,22.7781222595843,22.9458704744549,22.6699475284929,25.2667195329112,23.4760540792057,24.8534790396493,24.5612603803281
"tr|A0A1Q9C939|A0A1Q9C939_SYMMI",20.2329115515609,19.7925408990657,20.0720998847559,21.387218522634,21.2649127236281,21.3004492012486,19.3751561261802,18.968377113749,23.0831467084657,20.7052788581174,21.3822551373084,18.950945974307,21.1426437040713,0,20.6217004501634,22.8033138668274,21.4677861263948,22.5837340217072,21.1637632910481
"tr|A0A1Q9DGC5|A0A1Q9DGC5_SYMMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1408360102718,0
"XP_020601146.1",0,0,0,0,0,23.1531396057787,0,0,22.7418823081135,0,0,19.7142975111794,0,19.8318747058946,0,20.170112106433,21.8304660770908,20.6758166546296,0
"XP_020603184.1",26.1714416451185,25.2284947213611,26.1366822800538,25.142330723339,25.2352657483403,25.9309088589153,23.1160851670431,24.6859874400936,26.0876132271819,25.1420989141293,25.1906801285037,25.203937120042,25.2138937548478,25.1241206411583,25.2197746954243,26.5754948868004,25.5795209533098,26.1444752173737,25.8753092195862
"XP_020607225.1",22.4590345655072,22.6694285735145,22.5630223630635,23.408339200668,23.5273158013045,23.3753556789939,21.7756733696409,22.8052737091239,23.5333971089396,22.8333141998085,23.0737207299309,21.2042493340673,23.1761666039413,21.3214112288418,23.3968444958948,22.9889271646402,23.1533530242414,22.8081878637979,23.9332538246397
"XP_020609254.1",21.7057551320277,20.7569479873789,22.9579439004606,19.0532762977599,19.4259923724653,20.9993456296155,16.796026930422,20.4198686490416,20.588349560909,21.2610372227437,19.2999256987103,20.6302235690305,19.2491296599738,20.2268225682861,20.7627169844054,20.0182178406766,21.1541388433861,19.7409517308177,20.4576984938623
"XP_020613229.1",18.6487472761357,0,18.0836403334188,0,0,0,0,0,18.2935210430543,0,0,0,0,0,20.3653944020653,20.210232561951,0,0,17.1325097706225
"XP_020615252.1",0,18.0189010529452,20.690128449131,19.1008291368707,0,18.3720360679385,0,18.8518496723261,0,19.333550656798,19.4213396053802,19.59870861721,19.0919234406534,19.0771834248684,19.760997636936,0,20.3047445739551,0,0
"XP_020619469.1",21.7357712651733,19.8243730114252,21.9910799458522,0,0,19.2933840822075,0,17.8463534983535,0,20.2317872010644,0,18.0413222638883,18.6041876154606,18.9840985389973,18.3499247752566,21.2368918475489,18.3529874019211,21.4182165330975,21.0629611594243
"XP_020621694.1",19.1540788746391,0,17.7342399164806,0,0,0,0,0,0,0,0,0,0,0,0,18.9471546273913,0,19.7514999287034,19.4473839447223
"XP_020625963.1",0,0,19.0177572029136,18.0858717924206,17.9822081738152,16.6900389068738,0,0,0,18.2700260737183,0,0,0,0,0,0,0,0,18.602738729935
"XP_020628056.1",20.790648380019,20.1284789755054,21.3676669627831,0,0,21.1411098976772,0,17.8998348309078,0,17.5005229255613,19.6781238429383,19.403205549759,17.6185647381823,18.8817562558604,20.6296456609526,22.1640761467433,19.4893678025762,21.739006340918,21.5473148971198
"XP_020632254.1",24.2519045655521,23.3818047164873,24.474078047162,23.1780117733776,22.7989117623892,23.8298447491602,19.4059911136123,22.1572827816969,23.8060705737547,23.7685481121495,23.092035585895,23.302528066293,21.998763603023,23.3068222684271,23.1656162556096,24.4225366053887,23.1551642631666,23.8851049052205,23.7203692107605
"XP_020613920.1",25.8457145022486,24.7648635442978,26.0414153294733,24.1112746011445,23.7366753614495,25.8510415919437,20.7371920431479,24.6254801045518,24.2842212467141,25.3741472327767,24.6456492531007,24.3971905423298,27.1765811834881,24.0393385293329,23.8203625612366,26.06930858141,24.457368165511,26.2923879359391,25.8129699021395
"XP_020615880.1",25.3184678195471,23.910172691167,25.5988507687569,23.9177520232417,23.959793095481,24.2782617794311,21.0460028962625,24.6775529293726,26.6693614606268,25.3820771567264,24.1019055616683,24.3012479865863,23.9803715537078,24.1701537584493,24.5539918385927,25.4906553248309,24.0577238153854,25.8043875056973,24.3958350080991
"XP_020620243.1",22.9014412624478,20.4272575928073,23.4909246722618,19.9896786044658,20.2835371805562,21.9258847106198,17.1820548238459,20.8339980016881,0,22.0699410550877,19.5803119402217,21.0966964979412,19.6265485775705,20.9415899883917,20.8047132100219,22.8974453681675,21.0243923369073,22.4924989338741,22.8747043084718
"XP_020622360.1",20.6436809494489,15.0595134639337,19.8262986529045,0,18.0678177147661,0,0,0,20.1250261967217,0,0,0,0,0,14.8895514947529,0,18.0378418372513,0,18.8422736048873
"XP_020626621.1",20.5647681858688,0,21.5228367547827,20.5822421530829,20.6058493247609,20.4262412048855,0,19.2864291629752,19.9786895142287,19.8634043964856,21.0483332058874,18.4431418592569,20.2653369057055,19.2443986792638,0,21.0733289704766,20.1504129601672,21.7783711515129,21.5341256925653
"XP_020628861.1",27.5174842938345,27.3990151778239,27.5368480667253,27.1232693973316,27.0762574092013,27.3083277888321,25.137183983687,26.3729026623451,28.2484790966502,26.621190636532,26.9008226991535,27.0806754880375,26.6385411039805,26.8884035395422,27.2595612614605,28.2499441703592,27.4834152384477,28.1883622434961,27.7268290163283
"tr|A0A1Q9C976|A0A1Q9C976_SYMMI",0,0,0,0,0,20.3714586804858,0,0,0,0,0,0,0,0,0,0,20.111590364243,0,0
"tr|A0A1Q9DGV6|A0A1Q9DGV6_SYMMI",20.3799420212426,19.6755935714211,0,0,0,20.3100813023429,0,0,0,20.4783282273647,0,0,0,0,20.5543124820209,21.7709239521351,0,0,0
"XP_020601148.1",18.3566883764904,19.2522750500689,18.8159117251897,0,0,18.2843316133712,0,0,19.4624403643404,0,16.2739048460149,16.7866142280359,16.8075184437221,0,19.4557546382371,15.1296050111525,16.9447921170516,17.0690825853635,17.7374124046892
"XP_020603186.1",25.2298090072825,23.5310055113807,25.4733126370947,22.4997712085731,22.0775723464222,23.9386564926284,19.4458696242077,23.5089124344717,22.9942431047579,24.3447564981173,23.162186774359,23.4612647267032,23.3604078801012,23.115531562914,23.4830231865134,25.2193511567851,22.9233327451385,25.0859249825911,25.5393137573062
"XP_020607229.1",26.1129737242446,25.3509726569358,26.7233445023125,23.8912219876113,24.8999663108031,25.3713526215635,22.5691465904409,25.1955086582188,26.4854620125489,25.0533018640786,0,23.8867503226374,24.5925542710217,25.0855001356968,24.7466193889017,24.7737695939321,25.6388007110412,26.1191496936283,24.6091918730645
"XP_020609256.1",18.7619569593386,18.6188120471946,21.2645806182311,21.3819859311053,21.4122633333398,20.2150885825187,17.5233322287662,17.5927417055189,21.6577070392716,18.6195286454748,19.4172859672319,19.3259751499377,17.3044850171883,20.3376600088043,20.3763002962876,21.0529162493581,20.3420193102532,20.5790866307386,19.0358273886089
"XP_020613231.1",23.226997882972,21.7714318396001,23.3737929927209,21.1145347622324,20.2187110341036,22.3632613222345,15.5748300153376,21.4470039996595,21.5469806288996,22.488488650629,21.489591732812,21.3740720921828,21.4596602436381,20.7558810413448,21.6327276799705,23.711589995481,22.0638331507018,23.5956043097528,23.6960821415447
"XP_020615253.1",20.8201236346877,19.7060220972522,19.6949648456213,18.4416028159159,17.3545851497032,17.7232809711737,0,17.4650800892211,18.1241970561782,18.67176564107,20.2654055874267,17.0675078885986,17.1166587041142,18.7909688759743,15.7684428120549,21.6209486974492,0,20.2150885825187,20.7654067046559
"XP_020619489.1",29.4365390290056,28.5935343299229,29.5156220154453,27.604052190755,27.7798326440219,28.5900887736359,25.6943431404382,27.7807435150782,29.8598983544712,28.4949097750518,27.9103072300548,28.1829915240613,27.9627909452721,28.2304254937806,28.0033327400009,29.0294698850081,29.2016544293069,28.9036352525259,28.6292609493865
"XP_020621697.1",20.5656980564205,0,19.9639529853079,0,0,0,0,0,0,0,0,0,0,0,0,20.7609318732075,0,20.1433296480788,20.0443367489747
"XP_020625967.1",19.8532958472987,17.0216198280109,19.5364578210401,0,0,0,0,15.7935017074595,0,0,17.3670136814341,17.2931213504212,17.8315299258363,0,0,18.9570821980191,0,18.4264899943952,18.3773418788096
"XP_020628057.1",0,16.7451884774568,18.0374128961758,17.7549331596499,17.4721593122867,20.3859139955424,0,16.8768886036946,0,0,18.8622710925801,0,0,17.7090770795269,0,21.2492205330237,0,18.6536183380904,20.6407365486956
"XP_020632256.1",15.6934597324719,0,17.6240029094509,0,0,0,0,0,0,0,17.8414476399883,0,18.863330282318,0,0,19.6013591258381,0,18.4586829559213,18.060922812426
"XP_020613922.1",23.0537113192421,24.2467725588854,22.8171177497599,21.0781592792474,21.0928764780843,23.8197469016571,22.2660799254866,22.7185059105706,24.8557445318378,22.7808274822793,22.2487281872715,23.6941832543742,22.2073149575932,23.3733708567196,24.0680471697029,23.5611584499618,23.2910758243681,23.0480000358103,22.4164725824471
"XP_020615886.1",0,0,0,0,0,0,0,0,20.523057465178,16.4303382030977,0,0,0,0,19.0622648997973,0,0,0,0
"XP_020620256.1",23.9700417134214,22.3658634542027,24.1110032630197,23.3117648035952,23.4136954535822,23.3920334432852,19.6272791589421,22.0458093112851,23.996429094134,22.7238098649527,22.5099786400613,21.770907825795,22.3860421850893,21.801629822467,22.5202390764996,24.4461700277163,22.8587066979712,24.0659900429031,23.4156707293968
"XP_020622370.1",19.3494259438062,0,18.4032492456274,0,18.3702489267867,18.7786065665679,0,0,17.1106566218256,0,18.3281270465298,0,19.4160697137639,0,0,20.0057328152366,19.2680599188309,19.6746284899677,20.3826250819168
"XP_020626622.1",25.5398458975389,23.8238751683908,25.7328548010046,22.5963451525427,22.6057652450113,23.671328228651,0,23.7957538223555,22.983074144617,24.9639172331619,23.3509309558535,23.8511471105972,23.0560987005797,23.6201071508369,22.947810095193,25.4911152320423,23.7975922673576,25.0723092352731,25.2013872394026
"XP_020628870.1",0,19.3165268220898,22.9579439004606,20.11013789806,18.8815770394559,22.9125427374261,16.8750893728906,21.4909336057918,17.2973372420857,22.1699124657635,0,20.4883216811311,17.4281720368782,20.1411479508108,17.3526038514183,20.8228252007789,20.7579246505508,19.6346887646755,0
"tr|A0A1Q9C995|A0A1Q9C995_SYMMI",19.2894042995243,17.4629096026195,20.0494909681355,0,0,17.6260012901655,0,14.9088147837462,0,0,0,0,0,0,0,0,19.8796326045031,17.280036696384,19.390666493356
"tr|A0A1Q9DGX7|A0A1Q9DGX7_SYMMI",0,18.6292392084791,19.7083817256829,20.348160816478,18.8112461086882,17.6843582576901,0,0,21.8192112004833,19.6419547078119,19.5278377721614,19.0085681356657,18.6509570616809,0,19.648569995913,21.9594306984538,20.732421681174,21.3119106986235,0
"XP_020601149.1",19.818221720812,19.5370079061952,19.9186143327457,0,0,18.6931295881276,0,18.784497465047,19.645688333462,20.179861721657,0,19.5960350256774,0,19.7218251477517,19.5635221499211,20.9862788465295,19.4336771225243,0,0
"XP_020603190.1",0,19.4708832451281,20.9619053540328,19.535015222685,19.2911819433473,20.4167903131234,0,19.189908992823,19.3383250827543,20.0154980855474,0,0,0,0,19.2802338454637,0,19.4637179318754,0,21.6913213891193
"XP_020607236.1",22.8306186837441,20.9705953343328,22.9944192177115,0,16.3001201487223,22.3864156334366,0,0,16.8519807869201,19.5219665108792,18.6439301541772,20.1238940549189,17.7029369662102,20.4112223555853,21.2572410766989,23.4505569656183,21.3170730509412,23.3352386356554,21.8920991841105
"XP_020609261.1",28.5821751850348,27.5579065897067,28.7885091461784,27.1415881888429,27.3769705188513,27.4575559844588,24.8576216608324,27.2232485640779,28.7423532220217,27.8049594088033,27.1970673610789,27.1159613566381,27.3087331149737,27.0501415625542,27.0540652988483,28.1390295480639,27.8926738337955,28.1791842608432,27.7367144195882
"XP_020613234.1",21.0157628069148,20.3976589670158,20.8966332198303,20.8294138317605,21.3911056320001,21.5162718425483,19.3510880449983,20.3662805875899,21.9843743001791,20.5313157746633,21.2409199887782,20.6141643383821,21.1514935220584,19.4815649273726,20.6640730967233,21.3030610803776,20.0669432037012,21.3100807474605,19.4367095091172
"XP_020615255.1",18.7696280292394,0,19.3797104526535,0,0,0,0,0,0,19.5528323009635,0,0,0,0,0,0,0,18.7587729968795,18.5514641974812
"XP_020619490.1",17.4122969341152,0,0,0,0,0,0,0,18.8837858207073,0,0,0,0,0,0,0,17.6720454463544,0,0
"XP_020621699.1",22.0138797796508,19.1334056480037,21.842796497084,0,20.581598729234,20.3211166589687,0,19.1635292957331,20.768826418733,20.6063916570035,0,19.9050784577468,18.1301934710987,21.0383195542841,20.7362838314621,20.9209989934603,15.7363755042181,20.6488411731711,22.2714388054196
"XP_020625970.1",0,0,18.437341640279,0,0,0,0,0,17.6864800093401,0,0,0,0,0,0,0,17.5871109127021,0,0
"XP_020628070.1",16.5418226214242,18.4503695626862,19.9772365941408,0,0,0,0,0,0,18.3840627957099,0,18.8420587152954,18.4875456691406,18.6715928946666,0,21.4575176523728,0,19.8399987567271,20.4446256832547
"XP_020632257.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5391360870278
"XP_020613930.1",23.2833906486315,22.4932615350814,23.3710269510081,22.5190754222988,22.923639226703,22.6050347655209,19.0280760240181,21.4450092871416,23.840679302334,21.5626733174511,22.1935749893465,22.1305344291202,21.4312542685116,21.7524218914907,22.1814116207174,20.9749137741988,22.1877613279567,22.3669147301782,22.5223241071992
"XP_020615888.1",19.896168296058,0,17.9407781307247,0,0,16.7492540353231,0,0,0,17.523829925004,17.9344568371074,0,0,0,17.9402046108182,20.3001704332532,0,18.657077654628,19.8411973007505
"XP_020620257.1",28.7167792689457,27.8599056140306,28.5043594696134,27.5992790763649,27.6742175487423,28.5910502178552,25.7549024582068,27.2665926295094,29.0308524657377,27.837029593681,27.6990048878508,27.6841072496539,27.5096347691333,27.9900249707568,28.5454256133159,28.8432104258899,28.2689978062637,28.5799380919454,28.7112742721421
"XP_020622376.1",23.546212577935,21.587626000932,23.3968040019273,21.5031973291059,21.8966698012726,23.2781569040723,18.2927125614053,22.3708153603818,24.1655080767302,22.6090680167037,21.9662776611664,22.0685805093629,21.4631875792647,21.4974878786111,22.9169937662215,24.5813639804379,22.9077783949345,23.905329616548,22.0418720054208
"XP_020626625.1",23.0000056754163,20.2243809386932,23.1910295361116,18.1563053192379,16.8037401374686,21.6375867111348,0,20.539148395949,21.9498968682366,20.9855911231131,0,21.7289431097292,0,21.8370392392024,21.3014654939811,23.8710585512195,22.1607999269923,23.6466823006272,23.5298505123514
"XP_020628871.1",25.1319152312008,24.133583518233,25.1786112495921,23.8095945589356,23.9444564060333,23.9985455837736,21.2412692249114,22.9390746473853,24.8675954299658,24.0235053921364,23.519564871248,23.2063029992056,23.2366170171474,23.4184753317642,24.1679211974003,25.5181099868555,23.8566509207195,25.053574902337,24.4461428872927
"tr|A0A1Q9C9A6|A0A1Q9C9A6_SYMMI",19.7286662381387,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4861122363134,19.1985193805382,0,19.4182952972283,0
"tr|A0A1Q9DGY5|A0A1Q9DGY5_SYMMI",19.6013772632266,0,0,18.0694445226276,0,19.1683268946513,18.54132731313,18.7783819806462,20.7191690319985,0,20.8735019385976,21.3291530572178,20.7215072727142,21.2229959050659,21.1315712633145,21.4525192691983,0,21.3384322713853,21.2977094647559
"XP_020601155.1",19.3642522351986,19.0309338024334,19.7373909477412,19.4334326259125,19.3434091236044,19.4899165413762,0,17.8598198710152,19.8112131765856,19.931541157858,17.5327592219966,18.7358567743813,0,18.0454343956007,19.1135514203341,19.3391084099705,19.8338521202714,19.8965822259691,0
"XP_020603196.1",23.5791951876668,21.402392252983,22.4091114635659,22.2244301062143,21.2336015390468,23.9796705425166,0,20.187880005222,24.2502383396419,20.5276459474502,21.4372720381184,17.8291095089275,20.5561757809459,19.0235621587243,23.85024111979,23.5741974847898,24.1928045722855,23.3479409806716,23.0195406768932
"XP_020607238.1",20.6440419741093,19.7275033785378,21.0559635432364,0,17.8655701756283,20.3689465367525,0,19.4201267659404,0,20.028803137537,20.2684015050356,19.0613421840375,19.4661023578968,18.7925583740218,19.8764285140349,19.5979452393606,0,20.9170915871019,19.6168018818986
"XP_020609265.1",0,0,0,0,0,0,0,0,0,0,18.2709385914453,19.4097658986115,16.6447153518416,0,0,0,17.3142557402525,18.2391649619909,0
"XP_020613236.1",19.5903257161197,16.4202234193486,19.2250355831378,0,0,0,0,0,19.1345591801875,0,0,0,0,16.5031114172031,16.5754653848192,19.6178781438825,0,18.763092387995,19.8342133234895
"XP_020615260.1",22.6750837527983,21.4036616902238,22.360086462481,19.664091330862,19.9031890036522,20.7133907105291,0,20.7194782311968,22.8090071710917,21.3966502451254,20.0418395948621,20.1088753584083,18.6712127797543,18.9082430750926,19.9602805695459,23.4101419284857,21.7482997404463,22.7472896948316,21.7342171716606
"XP_020619491.1",26.4498262681182,24.8298289778979,26.4954965266746,24.8935341961254,24.8586984943517,26.2061531605473,23.181437857855,24.4923755843669,26.2050926832597,25.6415635877479,24.7378179119449,24.1761086855374,24.3089659046939,23.5676118188871,25.5474418457849,27.2115724290583,25.805824816638,26.9869893125148,25.4758960207725
"XP_020621700.1",23.5669051801285,22.2073447497626,22.7641590792845,21.6197941443318,22.1466106246354,22.9766394599208,18.8243590255956,21.2135344163884,23.4727687916318,22.2900523243683,20.726829321585,20.7839038628305,21.1634254903834,21.3260613094072,22.0927793964372,23.4893341120328,22.171558904727,23.470719934245,23.2545928401632
"XP_020626001.1",0,0,18.1179220609276,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8188505109776,0,0
"XP_020628072.1",23.5786091365435,21.5218069651069,23.4304871352174,18.2743554016439,0,20.6605173805188,0,21.6880628729749,0,22.5675669098049,19.6934614340512,19.1655326879464,20.1979905305191,20.0407565968268,21.0382391641709,23.8701838001304,20.8910583174795,24.13380611909,23.9800577102123
"XP_020632262.1",18.9005985649471,19.6205652913871,19.5209313052873,20.6050444895895,21.4910119247827,21.401975800784,0,18.2614659890604,22.902661610212,20.63076570305,19.0694681240781,19.507250724758,18.4255478489103,19.5726539722371,21.3483386063096,22.468914589332,21.4819821806417,22.390580696185,22.2070527599704
"XP_020613934.1",26.2285888299845,25.1915001383214,26.106813725977,24.9172102110677,25.3315018679755,25.4555633003387,22.2889519447062,24.9483194154376,25.8471105271513,25.5774172160086,24.5834412002924,24.737670946139,25.1465831637839,24.4924180671767,25.2498011967539,26.6748262307626,25.4327051626682,26.3220741179661,25.4375896976764
"XP_020615890.1",21.1936775502169,19.9093701503074,21.9310891542496,19.5741518561066,18.7306591919347,21.1498171898329,0,21.6747263200347,18.8380312943211,22.5719953821302,21.6152205632385,21.9338753968049,21.2259399401503,21.3679974904249,20.501060633449,23.4063188171975,18.0895487568164,23.1893789372029,22.9146499119498
"XP_020620258.1",24.898959513713,23.2436863848743,24.8781474332547,23.3345443140968,23.2257174338269,24.1794169601648,15.383636799548,23.2496075475945,23.7637942846443,24.3512983019375,22.7048098130191,24.3709244843758,22.6776800754292,23.7101546996598,24.1009180611205,25.2312869275223,24.5164472109589,24.7585973496184,24.6207704844635
"XP_020622377.1",19.9929867267828,21.1596798195813,20.0280072057982,21.5533278948218,21.2522848686722,22.0964066471401,15.4269198998207,19.5414369761875,22.793583664173,19.3664310782833,21.7829002555215,20.7509351040239,20.9911598924129,20.3039646490423,0,21.3687808583182,22.055096051165,21.0320961874336,21.431172637265
"XP_020626627.1",24.9558647974417,24.5191418478236,25.350077690048,25.0804409066386,24.894242978189,23.7989442845384,21.9871949543869,23.6911495838853,24.953752193927,24.4644544517999,24.7312829797737,24.6298348957701,24.4655853981856,24.2330019153922,24.5200674065567,25.8521008139797,24.5797104626399,25.3503026642569,24.7756072166592
"XP_020628872.1",0,0,0,17.7145876341257,18.3482397167973,17.7534322283443,0,0,19.2697727477093,0,0,0,0,0,18.3491473005218,19.4665684154356,0,0,0
"tr|A0A1Q9C9B1|A0A1Q9C9B1_SYMMI",23.0170681798636,22.7749295892684,23.0749245976319,22.7645600241633,22.9262226890699,23.1369612387205,17.2378168079,22.4295132466004,21.89751941217,23.4038095018443,22.8550032173008,21.4374092070476,22.5257590281019,20.9158742741823,23.2372474584701,24.2942776717261,22.3294539294422,23.55968434624,23.3695421027816
"tr|A0A1Q9DH00|A0A1Q9DH00_SYMMI",21.317607481208,20.3898466200924,21.0171978534805,21.2110998893427,20.7561335960355,21.6499196732039,17.9590680334396,20.2326890933981,21.1590022235024,20.7325624548537,19.8527626532765,19.3756864383098,19.8313335344427,20.7500109631743,20.7006640719077,0,21.4590898642696,21.3184352364026,20.5449125653889
"XP_020601156.1",18.2662787049347,19.0248069088232,19.654490937863,0,0,19.7702880345995,0,0,0,18.2420529522274,0,0,0,17.262617918397,18.5999455220667,19.3245036081603,0,18.1772881336954,19.9574917701201
"XP_020603199.1",23.3933133335029,22.5944442081171,23.3524296847508,23.1977735679889,23.2035336611108,23.3746395473504,17.2432204804753,22.013773826777,24.2259908926516,22.9050178424922,22.4389169513987,22.2422085415531,21.7465610644248,22.10916781755,23.1303912994139,24.6111038983611,22.7852690623872,24.4493211550655,23.7297903096969
"XP_020607239.1",25.9134817369231,24.9715873615835,26.2101860487535,24.1803448211281,24.4148620448086,25.0659497494268,19.399371812138,23.8942009681723,25.6385886213233,24.113439265976,23.1803782867573,24.4040299561228,23.6463922582537,24.2918219353012,24.2326396942506,26.0640923792277,24.9478496366841,25.600937282217,25.2568639851106
"XP_020609266.1",18.7776117062413,19.3849881657409,19.4557947648738,18.7214096434872,19.3636749313846,19.3686705730574,0,0,20.7053969920846,0,19.1001875010408,19.5962534638665,18.333858527698,17.0026282511453,19.6252647094081,20.1202239530154,17.8021566057475,18.1541308064822,0
"XP_020613238.1",19.0356126343363,18.6794148083801,19.4956462162632,0,0,18.3241761507248,0,0,0,17.3400500154585,0,0,17.4543555272959,17.4120487868619,17.5940548315917,19.3813802974815,0,18.821185400765,0
"XP_020615262.1",23.388133066607,21.9772215683333,22.9236428533139,19.6281518077616,19.743271398896,22.9163221387962,0,22.6764833299934,0,21.3624431123832,21.7307392010675,22.6829039547656,22.7920350264912,23.1119712352923,22.3776318092998,23.9917371239098,19.9420634208116,24.4541140710026,23.9900903702306
"XP_020619493.1",24.7603855022665,22.7100780613645,24.6007340968225,22.478786650358,22.5722915188508,23.3639923434371,19.0056930729496,22.4704570592117,23.3272772828152,23.5215187318454,22.7450052166508,22.5269387910737,22.3866027160291,21.924732418334,22.624852782562,24.5958192855046,23.1124326659884,24.6289543678116,24.2618787069302
"XP_020621701.1",0,0,0,18.5699705388533,0,0,0,20.0213392336186,0,20.6194364034073,0,0,19.3314090277357,0,0,0,0,20.9617640796169,0
"XP_020626002.1",19.7964753613687,20.0211223116643,20.7182577625179,23.2778306709857,23.2109954393807,20.2101017339531,0,18.9623735798029,20.5194241371862,19.5945414788821,21.2530932302754,18.657635958295,20.942134314864,17.7816862809959,19.6087403126379,21.7342254425457,21.7768663150212,21.2367692530945,21.6955753717246
